Close,Open,High,Low,Volume,ATR14_pct,ATR14,TrendScore,MomentumScore,VolumeScore,VolatilityScore,OscillatorScore,BreakoutScore,ExplosivenessScore,RiskScore,risk_score,IsUltraRisky,TechRating_raw,TechRating,AlphaScore,TradeType,Symbol,market_cap,earnings_surprise_flag,Sector,Industry,SubIndustry,Symbol,next_earnings_date,last_earnings_date,dividend_ex_date,days_to_next_earnings,days_since_last_earnings,days_to_dividend_ex,is_pre_earnings_window,is_post_earnings_positive_window,has_upcoming_earnings,has_recent_positive_surprise,has_dividend_ex_soon,rating_score,rating_recommendation,rating_date,pt_avg,pt_high,pt_low,pt_median,pt_count,pt_currency,pt_updated,sector,QualityScore,piotroski_score,altman_z,roe_sector_pct,roa_sector_pct,gross_margin_sector_pct,operating_margin_sector_pct,net_margin_sector_pct,fcf_yield_sector_pct,net_debt_ebitda_sector_pct,interest_coverage_sector_pct,netDebtToEBITDATTM,interestCoverageRatioTTM,freeCashFlowYieldTTM,returnOnEquityTTM,returnOnAssetsTTM,grossProfitMarginTTM,operatingProfitMarginTTM,netProfitMarginTTM,fundamental_trend_score,growthRevenue,growthEPS,growthEBITDA,growthOperatingIncome,growthGrossProfitRatio,pre_earnings_window,post_earnings_window,days_to_next_ex_dividend,dividend_ex_date_within_7d,has_recent_insider_buy,has_heavy_insider_sell,Signal,factor_alpha,regime_trend_TRENDING_UP,regime_trend_TRENDING_DOWN,regime_trend_SIDEWAYS,regime_vol_HIGH_VOL,regime_vol_LOW_VOL,Alpha5d,Alpha10d,AlphaScore_5d,AlphaScore_10d,ml_alpha_5d_z,ml_alpha_10d_z,ml_alpha_z,DollarVolume,alpha_blend,EntryPrice,StopPrice,TargetPrice,RewardRisk,PositionSize,LiquidityLimited,LiquidityNote,weight_suggested,alloc_suggested,weight_risk_parity,alloc_risk_parity,weight_mean_variance,alloc_mean_variance,weight_hrp,alloc_hrp,Recommendation,regime_label,regime_risk_on,regime_risk_off,macro_growth_vs_value_slope,macro_growth_vs_value_trending_up,macro_ndx_spx_ret20,macro_ndx_spx_level,macro_credit_spread_trend,macro_credit_risk_on,macro_credit_risk_off,macro_credit_spread_level,macro_curve_slope,macro_curve_steepening,macro_curve_flattening,macro_curve_short_slope,macro_curve_short_steepening,macro_curve_short_flattening,macro_equity_vol_ratio_20_60,macro_equity_high_vol,macro_equity_low_vol,macro_equity_vol_spike,macro_equity_vol_level,macro_vixy_ret20,MuHat,MuMl,MuTotal,vol_rank,vol_rank_sector,volume_rank,volume_rank_sector,days_to_earnings,days_since_earnings,earnings_window,AlphaScorePct,SectorAlphaPct,RegimeTrend,RegimeVol,MarketRegime,CompositeScore,PlayStyle,IsStable,IsHighRisk,InstitutionalCoreScore,SectorPenalty,OptionPicks,OptionTrade,Rationale,MetaSummary,SetupTag,Explanation
28.0,27.99,28.0,27.99,2108684.0,0.002706091355469339,0.0757705579531415,2,3,2,1,-1,1,0.0010725777618878496,0.864695432226533,0.010943900587575798,False,19.188172593359198,23.52014082134494,0.08713573217391968,None,ODP,843289748.0,False,Consumer Discretionary,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,Other,ODP,,,2020-02-28,,,-2112.0,False,False,False,False,False,,C,2025-12-09,,,,,,,,Consumer Discretionary,40.78947368421053,3.0,2.043723181552407,36.18421052631579,36.84210526315789,24.34210526315789,32.56578947368421,37.5,83.88157894736842,23.684210526315788,51.31578947368421,4.123893805309734,2.2142857142857144,0.1126540435541972,-0.011214953271028,-0.0027447392497712,0.2037348844328792,0.0047451400581662,-0.0013776213072095,-58.22125607482665,0.0468268638324091,-9.671067106710671,-1.1063829787234043,-2.6,0.0421103324262585,False,False,,,,,Strong Long,2.3988554301113987,0.0,0.0,1.0,0.0,1.0,0.6011220812797546,-0.25552183,0.6011220812797546,-0.25552183,0.004225355591757442,-0.27637267,-0.1641334664001531,59043152.0,1.5018093163323556,28.01,27.89,28.25,2.0,824,False,,0.0005876519815977613,5.8765198159776135,0.019028970655249472,190.28970655249472,0.0,0.0,0.03069204323543577,306.92043235435773,Category: Neutral setup. Score: 24 (lower tier). Expected drift: constructive; models imply roughly +8.7% bias over the next couple of weeks. Historical analogs: neutral setups have produced steady but unspectacular moves. Role: balanced; fits as a regular position with standard risk. Low/normal volatility.. Fundamental quality: average fundamental quality.,SIDEWAYS_LOW_VOL,False,True,0.00014211648314693795,True,0.00328130214322786,0.9130447422740354,0.0017835517400963674,True,False,0.7268583291961909,0.00011046050433493237,True,False,-4.097490004433634e-05,False,True,1.0305676969215762,False,False,False,0.12673949096862497,-0.055590452261306544,0.4260070410672469,0.08713573217391968,0.2574020829545824,1.339192299644277,0.3558718861209964,77.52667922159448,67.25978647686833,,,False,84.03431680267839,87.54448398576513,SIDEWAYS,LOW_VOL,SIDEWAYS_LOW_VOL,23.616605783303843,Explosive,False,True,60.65349227984589,0.9498525073746312,[],[],"Strong Long – Symbol    ODP
Symbol    ODP
Name: 2287, dtype: object; TechRating 23.5; AlphaScore 0.09; in a SIDEWAYS_LOW_VOL regime","This setup ranks in the top 5% of prior samples. Similar-score bucket outcomes: 5d avg 0.3%, 5d win 52%, 10d avg 0.5%, 10d win 53%.",Explosive | ICS_Q10,"This setup ranks in the top 5% of prior samples. Similar-score bucket outcomes: 5d avg 0.3%, 5d win 52%, 10d avg 0.5%, 10d win 53%."
23.25,23.26,23.26,23.24,5180207.0,0.002865739488414724,0.06662844310564234,2,3,2,1,-1,1,0.0012919896640828377,0.8567130255792638,0.010452765577366326,False,19.140278153475585,23.442085724680574,0.0590481162071228,None,PRO,1122889766.0,False,Information Technology,SERVICES-COMPUTER PROGRAMMING SERVICES,Software,PRO,,,,,,,False,False,False,False,False,,C-,2025-12-08,31.78,,,,8.0,,,Information Technology,44.9945295404814,5.0,0.1865886038853583,71.55361050328227,43.32603938730853,66.08315098468272,42.01312910284464,45.951859956236326,60.393873085339166,1.75054704595186,28.88402625820569,48.56986364407827,-2.8857148108671176,0.0344147762052005,0.1577816647664028,-0.0262041808917827,0.678559039131943,-0.0450890292935094,-0.0331521090075693,-58.27575382197947,0.0159234544363238,-0.927710843373494,-1.0364238410596027,-1.4409700063816209,-0.0020003021618033,False,False,,False,,,Strong Long,2.3905012534442247,0.0,0.0,1.0,0.0,1.0,0.6011220812797546,-0.30233452,0.6011220812797546,-0.30233452,0.004225355591757442,-0.30922693,-0.18384601882839866,120439812.75,1.4894797081488065,23.26,23.15,23.47,2.0,938,False,,0.0003760414451598365,3.760414451598365,0.01796888140105713,179.68881401057132,0.0,0.0,0.02755646539779231,275.5646539779231,Category: Neutral setup. Score: 23 (lower tier). Expected drift: constructive; models imply roughly +5.9% bias over the next couple of weeks. Historical analogs: neutral setups have produced steady but unspectacular moves. Role: balanced; fits as a regular position with standard risk. Low/normal volatility.. Fundamental quality: average fundamental quality.,SIDEWAYS_LOW_VOL,False,True,0.00014211648314693795,True,0.00328130214322786,0.9130447422740354,0.0017835517400963674,True,False,0.7268583291961909,0.00011046050433493237,True,False,-4.097490004433634e-05,False,True,1.0305676969215762,False,False,False,0.12673949096862497,-0.055590452261306544,0.4221042862340287,0.0590481162071228,0.24503462672461163,1.4856664574178697,0.23364485981308408,85.10148566645742,71.26168224299066,,,False,82.46495082653274,86.91588785046729,SIDEWAYS,LOW_VOL,SIDEWAYS_LOW_VOL,22.861304601657398,Explosive,False,True,63.322427631397865,0.943952802359882,[],[],"Strong Long – Symbol    PRO
Symbol    PRO
Name: 2082, dtype: object; TechRating 23.4; AlphaScore 0.06; in a SIDEWAYS_LOW_VOL regime","This setup ranks in the top 5% of prior samples. Similar-score bucket outcomes: 5d avg 0.3%, 5d win 52%, 10d avg 0.5%, 10d win 53%.",Explosive | ICS_Q10,"This setup ranks in the top 5% of prior samples. Similar-score bucket outcomes: 5d avg 0.3%, 5d win 52%, 10d avg 0.5%, 10d win 53%."
43.42,43.42,43.44,43.41,785306.0,0.001899723456897622,0.08248599249849475,2,3,2,1,0,1,0.0030030030030030463,0.9050138271551189,0.009415457582331678,False,20.401587111077248,24.625911897726592,-0.08850830793380737,None,SPNS,2427205556.0,False,Industrials,,Other,SPNS,,,2025-04-07,,,-247.0,False,False,False,False,False,,A,2025-12-10,38.0,,,,1.0,,,Industrials,64.60501969192049,5.0,7.555335635868734,75.51807228915662,84.53012048192771,57.30120481927711,63.80722891566265,67.37349397590361,56.18955512572534,72.96385542168676,39.1566265060241,-0.1876376881125591,0.0,0.0296484983820628,0.1431953164638485,0.092436361276506,0.4425821939140714,0.1483269797846046,0.124527126587097,-0.504926774737414,0.013402330516362,0.0,-0.0107041184285443,-0.0231357728822933,-0.0048087779423951,False,False,,,,,Strong Long,2.6105100454731014,0.0,0.0,1.0,0.0,1.0,0.6011220812797546,-0.5482619,0.6011220812797546,-0.5482619,0.004225355591757442,-0.4818246,-0.2874046336784429,34097986.52,1.596239907770061,43.43,43.3,43.69,2.0,757,False,,0.0,0.0,0.01771839088327248,177.1839088327248,0.0,0.0,0.007082066025689483,70.82066025689483,Category: Neutral setup. Score: 25 (lower tier). Expected drift: negative; models imply roughly -8.9% downside bias. Historical analogs: neutral setups have produced steady but unspectacular moves. Role: balanced; fits as a regular position with standard risk. Low/normal volatility.. Sector watch: Industrials overweight in current list—add cautiously. Fundamental quality: respectable fundamentals.,SIDEWAYS_LOW_VOL,False,True,0.00014211648314693795,True,0.00328130214322786,0.9130447422740354,0.0017835517400963674,True,False,0.7268583291961909,0.00011046050433493237,True,False,-4.097490004433634e-05,False,True,1.0305676969215762,False,False,False,0.12673949096862497,-0.055590452261306544,0.4812955948863296,-0.08850830793380737,0.2318642288992817,0.5231219920485457,1.183151916706105,70.89349236241893,77.23615712257454,,,False,14.061519146264908,17.368670137245623,SIDEWAYS,LOW_VOL,SIDEWAYS_LOW_VOL,20.17970449563024,Explosive,False,True,50.186324387802465,0.696165191740413,[],[],"Strong Long – Symbol    SPNS
Symbol    SPNS
Name: 1554, dtype: object; TechRating 24.6; AlphaScore -0.09; in a SIDEWAYS_LOW_VOL regime","This setup ranks in the top 5% of prior samples. Similar-score bucket outcomes: 5d avg 0.3%, 5d win 52%, 10d avg 0.5%, 10d win 53%.",Explosive | ICS_Q10,"This setup ranks in the top 5% of prior samples. Similar-score bucket outcomes: 5d avg 0.3%, 5d win 52%, 10d avg 0.5%, 10d win 53%."
15.37,15.38,15.44,15.37,566221.0,0.005151295692368091,0.07917541479169755,2,3,2,1,-1,1,0.0006510416666667407,0.7424352153815954,0.008723999361211857,False,18.45461129228957,19.592297177963985,0.20478151366114616,None,IMXI,457649550.0,False,Industrials,"SERVICES-BUSINESS SERVICES, NEC",Other,IMXI,,,,,,,False,False,False,False,False,,A,2025-12-10,27.75,,,,4.0,,,Industrials,69.41604716739297,7.0,3.815988572560977,88.96385542168674,81.6867469879518,70.36144578313252,57.44578313253013,55.42168674698795,72.3404255319149,52.48192771084338,76.62650602409639,0.3478552673409554,5.968755424405485,0.0589446662844965,0.2764419510058151,0.0817242214850897,0.5638794285284656,0.1100135493334911,0.062586083058854,-31.256840276685114,-0.1241146158935172,-0.5,-0.3758505200070509,-0.4301850127525201,-0.1326918651811676,False,False,,False,,,Long,2.270901105554522,0.0,0.0,1.0,0.0,1.0,0.6011220812797546,-0.059445526,0.6011220812797546,-0.059445526,0.004225355591757442,-0.13876168,-0.08156686983252233,8702816.77,0.6298826006475611,15.38,15.25,15.63,2.0,789,False,,0.00021794854665077554,2.1794854665077557,0.006534286670691957,65.34286670691957,0.0,0.0,0.0026117636718530394,26.117636718530395,Category: Neutral setup. Score: 20 (lower tier). Expected drift: constructive; models imply roughly +20.5% bias over the next couple of weeks. Historical analogs: neutral setups have produced steady but unspectacular moves. Role: balanced; fits as a regular position with standard risk. Low/normal volatility.. Sector watch: Industrials overweight in current list—add cautiously. Fundamental quality: respectable fundamentals.,SIDEWAYS_LOW_VOL,False,True,0.00014211648314693795,True,0.00328130214322786,0.9130447422740354,0.0017835517400963674,True,False,0.7268583291961909,0.00011046050433493237,True,False,-4.097490004433634e-05,False,True,1.0305676969215762,False,False,False,0.12673949096862497,-0.055590452261306544,0.22961485889819927,0.20478151366114616,0.17092318806523066,2.594685080560787,5.158542356838618,53.797865662272436,64.17415996213914,,,False,87.02657459719607,83.15191670610507,SIDEWAYS,LOW_VOL,SIDEWAYS_LOW_VOL,18.39409546738913,Explosive,False,True,36.530569238357245,0.696165191740413,[],[],"Long – Symbol    IMXI
Symbol    IMXI
Name: 2751, dtype: object; TechRating 19.6; AlphaScore 0.20; in a SIDEWAYS_LOW_VOL regime","This setup ranks in the top 5% of prior samples. Similar-score bucket outcomes: 5d avg 0.3%, 5d win 52%, 10d avg 0.5%, 10d win 53%.",Explosive | ICS_Q10,"This setup ranks in the top 5% of prior samples. Similar-score bucket outcomes: 5d avg 0.3%, 5d win 52%, 10d avg 0.5%, 10d win 53%."
13.0,12.97,13.0,12.965,2861556.0,0.006622936797123492,0.08609817836260539,2,3,1,1,-1,1,0.0023130300693907646,0.6688531601438255,0.008395805048943498,False,16.211807064776657,20.533403369868935,0.12159669189713895,None,JAMF,1730559634.0,False,Information Technology,SERVICES-PREPACKAGED SOFTWARE,Software,JAMF,,,2019-12-23,,,-2179.0,False,False,False,False,False,,B-,2025-12-10,22.67,,,,21.0,,,Information Technology,65.42669584245077,2.0,0.6060009172837705,41.79431072210066,45.73304157549234,86.2144420131291,40.91903719912472,41.13785557986871,77.24288840262582,98.24945295404814,92.12253829321662,-37.53759036144578,47.81267217630854,0.063677089095908,-0.0545928100580247,-0.0193004492857753,0.792006834735516,-0.050264266786371,-0.0597851112816577,71.96481177749676,0.0285137506596144,1.0315384615384615,2.949276759884281,0.6582236842105263,-0.1200353075337636,False,False,,,,,Long,1.8796911281112263,0.0,0.0,1.0,0.0,1.0,0.30835598707199097,-0.0029095048,0.30835598707199097,-0.0029095048,0.004200419921301619,-0.09908337,-0.057769858633032314,37200228.0,1.2015797827507357,13.01,12.87,13.28,2.0,725,False,,0.0003350715258978261,3.3507152589782607,0.007775120701139035,77.75120701139035,0.0,0.0,0.011923660676617945,119.23660676617945,Category: Neutral setup. Score: 21 (lower tier). Expected drift: constructive; models imply roughly +12.2% bias over the next couple of weeks. Historical analogs: neutral setups have produced steady but unspectacular moves. Role: balanced; fits as a regular position with standard risk. Low/normal volatility.. Fundamental quality: respectable fundamentals.,SIDEWAYS_LOW_VOL,False,True,0.00014211648314693795,True,0.00328130214322786,0.9130447422740354,0.0017835517400963674,True,False,0.7268583291961909,0.00011046050433493237,True,False,-4.097490004433634e-05,False,True,1.0305676969215762,False,False,False,0.12673949096862497,-0.055590452261306544,0.2766701684934468,0.12159669189713895,0.17239445168473905,3.096882192927391,1.4018691588785046,72.06528562460765,56.77570093457944,,,False,85.22703494454908,91.58878504672897,SIDEWAYS,LOW_VOL,SIDEWAYS_LOW_VOL,20.68938292819287,Explosive,False,True,69.69088532562688,0.943952802359882,[],[],"Long – Symbol    JAMF
Symbol    JAMF
Name: 1765, dtype: object; TechRating 20.5; AlphaScore 0.12; in a SIDEWAYS_LOW_VOL regime","This setup ranks in the top 5% of prior samples. Similar-score bucket outcomes: 5d avg 0.3%, 5d win 52%, 10d avg 0.5%, 10d win 53%.",Explosive | ICS_Q10,"This setup ranks in the top 5% of prior samples. Similar-score bucket outcomes: 5d avg 0.3%, 5d win 52%, 10d avg 0.5%, 10d win 53%."
12.73,12.68,12.74,12.645,884293.0,0.0071617293579504335,0.09116881472670903,2,3,1,1,1,1,0.0039432176656151174,0.6419135321024783,0.007671440728484773,False,17.85148119261487,19.83844662240925,0.1283998633734882,None,NVG,2708531162.0,False,Industrials,,Other,NVG,,,2025-12-15,,,5.0,False,False,False,False,True,,B,2025-12-10,,,,,,,,Industrials,70.54268136375288,7.0,0.7066322831532672,38.024096385542165,43.373493975903614,96.53012048192772,90.21686746987952,75.56626506024097,79.7872340425532,64.36144578313254,76.48192771084338,0.0,5.888964935263164,0.0821176009050473,0.0151564212924314,0.0090921911181052,1.0,0.8099029801893854,0.1872877416786202,,,,,,,False,False,,,,,Long,2.165697757979793,0.0,0.0,1.0,0.0,1.0,0.30835598707199097,0.008429114,0.30835598707199097,0.008429114,0.004200419921301619,-0.09112566,-0.05299522856329965,11257049.89,0.7818894767100817,12.74,12.59,13.03,2.0,685,False,,9.829385429874012e-05,0.9829385429874012,0.004699988103022459,46.99988103022459,0.0,0.0,0.0018785919265944348,18.785919265944347,Category: Neutral setup. Score: 20 (lower tier). Expected drift: constructive; models imply roughly +12.8% bias over the next couple of weeks. Historical analogs: neutral setups have produced steady but unspectacular moves. Role: balanced; fits as a regular position with standard risk. Low/normal volatility.. Sector watch: Industrials overweight in current list—add cautiously. Fundamental quality: respectable fundamentals.,SIDEWAYS_LOW_VOL,False,True,0.00014211648314693795,True,0.00328130214322786,0.9130447422740354,0.0017835517400963674,True,False,0.7268583291961909,0.00011046050433493237,True,False,-4.097490004433634e-05,False,True,1.0305676969215762,False,False,False,0.12673949096862497,-0.055590452261306544,0.24192233112046252,0.1283998633734882,0.1521894674090215,3.452605147520402,6.862281116895409,56.74827369742624,66.39848556554662,,,False,85.49905838041431,80.97491717936583,SIDEWAYS,LOW_VOL,SIDEWAYS_LOW_VOL,17.95407846772251,Explosive,False,True,40.3121837019122,0.696165191740413,[],[],"Long – Symbol    NVG
Symbol    NVG
Name: 1476, dtype: object; TechRating 19.8; AlphaScore 0.13; in a SIDEWAYS_LOW_VOL regime","This setup ranks in the top 5% of prior samples. Similar-score bucket outcomes: 5d avg 0.3%, 5d win 52%, 10d avg 0.5%, 10d win 53%.",Explosive | ICS_Q10,"This setup ranks in the top 5% of prior samples. Similar-score bucket outcomes: 5d avg 0.3%, 5d win 52%, 10d avg 0.5%, 10d win 53%."
10.56,10.55,10.57,10.55,1658652.0,0.002063953365164582,0.021795347536137988,2,3,2,1,1,1,0.0009478672985780978,0.8968023317417709,0.007422591515445674,False,21.318895389495687,25.260719198925493,-1.7408938825130464,None,VACH,333643750.0,False,Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology,VACH,,,,,,,False,False,False,False,False,,C,2025-12-10,,,,,,,,Health Care,63.98623279098874,2.0,15.830595253554709,75.21902377972467,84.23028785982478,24.21777221526909,69.02377972465582,70.65081351689612,74.34292866082603,54.44305381727159,59.762202753441805,0.2568118490656669,0.0,-0.0015152209504898,0.0552983266463148,0.0381474333015221,0.0,0.0,0.0,-39.10966340933768,0.0,0.044516829533116,-2.7389985467782214,-2.7389985467782214,0.0,False,False,,False,,,Strong Long,2.7705151616158386,0.0,0.0,1.0,0.0,1.0,-5.021844387054443,0.44640642,-5.021844387054443,0.44640642,0.003746432514213429,0.2162572,0.13125289279271082,17515365.12,1.6173454913070193,10.56,10.53,10.63,2.0,2867,False,,0.0,0.0,0.024949271559507408,249.4927155950741,0.0,0.0,0.020836803566762686,208.36803566762686,Category: Neutral setup. Score: 25 (lower tier). Expected drift: negative; models imply roughly -174.1% downside bias. Historical analogs: neutral setups have produced steady but unspectacular moves. Role: balanced; fits as a regular position with standard risk. Low/normal volatility.. Fundamental quality: respectable fundamentals.,SIDEWAYS_LOW_VOL,False,True,0.00014211648314693795,True,0.00328130214322786,0.9130447422740354,0.0017835517400963674,True,False,0.7268583291961909,0.00011046050433493237,True,False,-4.097490004433634e-05,False,True,1.0305676969215762,False,False,False,0.12673949096862497,-0.055590452261306544,0.5,-0.25,0.1875,0.6277463904582549,0.14104372355430184,62.43984097091442,67.55994358251057,,,False,6.947060054404687,9.026798307475318,SIDEWAYS,LOW_VOL,SIDEWAYS_LOW_VOL,7.419507266573462,Explosive,False,True,62.747471499935536,0.8997050147492626,[],[],"Strong Long – Symbol    VACH
Symbol    VACH
Name: 3024, dtype: object; TechRating 25.3; AlphaScore -1.74; in a SIDEWAYS_LOW_VOL regime","This setup ranks in the top 5% of prior samples. Similar-score bucket outcomes: 5d avg 0.3%, 5d win 52%, 10d avg 0.5%, 10d win 53%.",Explosive | ICS_Q10,"This setup ranks in the top 5% of prior samples. Similar-score bucket outcomes: 5d avg 0.3%, 5d win 52%, 10d avg 0.5%, 10d win 53%."
6.61,6.62,6.63,6.6,5106311.0,0.003662496907742968,0.02420910456018102,2,3,2,1,1,1,0.003034901365705611,0.8168751546128517,0.007315398360525513,False,20.79137602044482,25.63086666773546,-2.4187749326229095,None,PGRE,1460189586.0,False,Financials,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody,PGRE,,,2024-06-28,,,-530.0,False,False,False,False,False,,B-,2025-12-10,7.59,,,,15.0,,,Financials,45.48399390243903,3.0,0.4459681972882812,13.109756097560975,11.28048780487805,57.16463414634146,60.213414634146346,10.975609756097562,72.71341463414635,77.89634146341463,60.518292682926834,-1.1296388790059937,1.0006778501767906,0.1132976166835913,-0.029221584263833,-0.0122144411652399,0.5722932710254531,0.2265536645052468,-0.1346679755008364,30.15970568223774,0.0040372153951048,0.7222222222222223,0.8873344638242894,-0.0991441192711209,-0.0064644980586085,False,False,,,,,Strong Long,2.6785005140885594,0.0,0.0,1.0,0.0,1.0,-6.737582683563232,0.46043023,-6.737582683563232,0.46043023,0.003600298499391971,0.22609945,0.13709979917022647,33752715.71,1.789010263867143,6.61,6.57,6.69,2.0,2581,False,,0.0,0.0,0.014059843404860056,140.59843404860055,0.0,0.0,0.0037360571529434553,37.36057152943455,Category: Neutral setup. Score: 26 (lower tier). Expected drift: negative; models imply roughly -241.9% downside bias. Historical analogs: neutral setups have produced steady but unspectacular moves. Role: balanced; fits as a regular position with standard risk. Low/normal volatility.. Fundamental quality: average fundamental quality.,SIDEWAYS_LOW_VOL,False,True,0.00014211648314693795,True,0.00328130214322786,0.9130447422740354,0.0017835517400963674,True,False,0.7268583291961909,0.00011046050433493237,True,False,-4.097490004433634e-05,False,True,1.0305676969215762,False,False,False,0.12673949096862497,-0.055590452261306544,0.5,-0.25,0.1875,1.987863569784474,0.3110419906687403,70.74701820464531,67.49611197511665,,,False,6.444862942038084,1.7107309486780715,SIDEWAYS,LOW_VOL,SIDEWAYS_LOW_VOL,1.3417865390070918,Explosive,False,True,43.671856076017896,0.6666666666666667,[],[],"Strong Long – Symbol    PGRE
Symbol    PGRE
Name: 1892, dtype: object; TechRating 25.6; AlphaScore -2.42; in a SIDEWAYS_LOW_VOL regime","This setup ranks in the top 5% of prior samples. Similar-score bucket outcomes: 5d avg 0.3%, 5d win 52%, 10d avg 0.5%, 10d win 53%.",Explosive | ICS_Q10,"This setup ranks in the top 5% of prior samples. Similar-score bucket outcomes: 5d avg 0.3%, 5d win 52%, 10d avg 0.5%, 10d win 53%."
31.83,31.85,31.87,31.82,797727.0,0.005511210708363662,0.17542183684721535,2,3,0,1,0,1,0.0,0.7244394645818168,0.006999994728010826,False,15.594641269367266,19.84966264328819,-0.05333286300301552,None,HI,2242615902.0,False,Industrials,MISCELLANEOUS MANUFACTURING INDUSTRIES,Other,HI,,,2025-12-16,,,6.0,False,False,False,False,True,,B+,2025-12-10,43.0,,,,2.0,,,Industrials,47.26741977581506,6.0,21.71193763463061,43.42168674698795,98.69879518072288,43.95180722891566,40.3855421686747,44.0,48.45261121856866,4.530120481927711,54.69879518072289,15.725274725274724,0.5513227513227513,0.0120395115257681,0.0343496929180933,0.2876213592233009,0.3368987957214451,0.019485376617548,0.0177275787269055,-42.325761099882406,-0.1560410697230181,-0.97165625,-0.4547353760445682,-0.4993531694695989,-0.0345021897569352,False,False,,,,,Long,1.7720395489234073,0.0,0.0,1.0,0.0,1.0,-0.04365355148911476,-0.059785735,-0.04365355148911476,-0.059785735,0.004170438328403649,-0.13900046,-0.0817321039521621,25391650.41,1.1232194704169582,31.85,31.57,32.41,2.0,356,False,,0.0,0.0,0.006107558676417897,61.07558676417897,0.0,0.0,0.0024411998858767385,24.411998858767387,Category: Neutral setup. Score: 20 (lower tier). Expected drift: negative; models imply roughly -5.3% downside bias. Historical analogs: neutral setups have produced steady but unspectacular moves. Role: balanced; fits as a regular position with standard risk. Low/normal volatility.. Sector watch: Industrials overweight in current list—add cautiously. Fundamental quality: average fundamental quality.,SIDEWAYS_LOW_VOL,False,True,0.00014211648314693795,True,0.00328130214322786,0.9130447422740354,0.0017835517400963674,True,False,0.7268583291961909,0.00011046050433493237,True,False,-4.097490004433634e-05,False,True,1.0305676969215762,False,False,False,0.12673949096862497,-0.055590452261306544,0.24248313216440956,-0.05333286300301552,0.13894753385581077,2.7620841180163214,5.442498816848083,67.14793889935133,74.3019403691434,,,False,18.937016112157355,22.716516800757216,SIDEWAYS,LOW_VOL,SIDEWAYS_LOW_VOL,16.41888391126933,Neutral,False,False,44.64456404888105,0.696165191740413,[],[],"Long – Symbol    HI
Symbol    HI
Name: 1590, dtype: object; TechRating 19.8; AlphaScore -0.05; in a SIDEWAYS_LOW_VOL regime","This setup ranks in the top 5% of prior samples. Similar-score bucket outcomes: 5d avg 0.3%, 5d win 52%, 10d avg 0.5%, 10d win 53%.",Neutral | ICS_Q10,"This setup ranks in the top 5% of prior samples. Similar-score bucket outcomes: 5d avg 0.3%, 5d win 52%, 10d avg 0.5%, 10d win 53%."
74.1,72.86,74.355,72.83,2529057.0,0.015359285293067421,1.1381230402162958,2,3,2,0,0,2,0.02902374670184682,0.2320357353466289,0.00625361695508757,False,16.16182513268376,20.483056174243806,-0.0003032522276043893,None,HSBC,243277023654.0,False,Industrials,,Other,HSBC,,,2025-11-07,,,-33.0,False,False,False,False,False,,C,2025-12-10,52.0,,,,1.0,,,Industrials,61.541000559297146,4.0,0.2633765133939354,63.614457831325296,41.1566265060241,63.85542168674698,68.67469879518072,68.81927710843372,40.08704061895551,92.43373493975903,53.68674698795181,-4.052452410726692,0.3815207399747213,0.0,0.0994572265340149,0.0058873104566958,0.4980100363384668,0.1915195823960316,0.1364422910538155,121.21720556011078,-0.0207417264522101,34.45454545454546,3.4343434343434343,3.165129556433904,0.0816020044577488,False,False,,,,,Long,1.8709728323782464,0.0,0.0,1.0,0.0,1.0,-0.0023079176899045706,0.0010331913,-0.0023079176899045706,0.0010331913,0.004173959846501549,-0.09631629,-0.056120192535636826,187403123.7,1.1964902736583873,74.21,72.39,77.86,2.0,54,False,,0.0,0.0,0.002191511007001513,21.91511007001513,0.0,0.0,0.0008759500650966241,8.75950065096624,Category: Neutral setup. Score: 20 (lower tier). Expected drift: near neutral. Historical analogs: neutral setups have produced steady but unspectacular moves. Role: balanced; fits as a regular position with standard risk. Low/normal volatility.. Sector watch: Industrials overweight in current list—add cautiously. Fundamental quality: respectable fundamentals.,SIDEWAYS_LOW_VOL,False,True,0.00014211648314693795,True,0.00328130214322786,0.9130447422740354,0.0017835517400963674,True,False,0.7268583291961909,0.00011046050433493237,True,False,-4.097490004433634e-05,False,True,1.0305676969215762,False,False,False,0.12673949096862497,-0.055590452261306544,0.27415280871219033,-0.0003032522276043893,0.1280931873832622,10.378740322243148,20.776147657359203,89.70495919648462,93.0430667297681,,,False,44.86294203808328,46.095598674869855,SIDEWAYS,LOW_VOL,SIDEWAYS_LOW_VOL,17.408020104172596,Explosive,False,True,56.211849040061864,0.696165191740413,[],[],"Long – Symbol    HSBC
Symbol    HSBC
Name: 39, dtype: object; TechRating 20.5; AlphaScore -0.00; in a SIDEWAYS_LOW_VOL regime","This setup ranks in the top 5% of prior samples. Similar-score bucket outcomes: 5d avg 0.3%, 5d win 52%, 10d avg 0.5%, 10d win 53%.",Explosive | ICS_Q10,"This setup ranks in the top 5% of prior samples. Similar-score bucket outcomes: 5d avg 0.3%, 5d win 52%, 10d avg 0.5%, 10d win 53%."
